L2.txt;6;1400;110016;793;323
F3.txt;7;781;60976;780;17
S5.txt;2;375;8028;0;0
F1.txt;88;22619;6946452;1323;76
F2.txt;4;616;8227005;616;12
S1.txt;4;239;788341;218;17
L1.txt;4;666;3542886;0;0
C1.txt;46;18482;63182072;18373;201
S3.txt;2;296;530287;0;0
L4.txt;2;349;4321771;333;925
C2.txt;698;25403;7023064;25278;22
L5.txt;7;174;154995;81;413
S7.txt;3;115;8981;114;1
F5.txt;16;549;151094;463;57
L3.txt;2;100;12419;100;21
F4.txt;103;3746;925833;3234;324
S2.txt;3;109;60840;92;109
S4.txt;14;214;178795;0;0
S6.txt;2;128;13157;127;18
