query_3626.rq;1;3573;48527;3294;223
query_7029.rq;1;3154;1279569;1040;3047
query_11423.rq;1;1142;2529;1133;1
query_378.rq;1;270;29268;270;4
query_9091.rq;1;490;492552;453;3
query_301.rq;1;180;150074;0;0
query_1201.rq;14;7576;665297;7141;48
query_6062.rq;2;826;783184;0;0
query_7570.rq;5;923;125351;805;65
query_4703.rq;14;4033;2133529;3473;213
query_3317.rq;3;1473;1763642;1228;252
query_8495.rq;1;773;874837;753;1
query_3421.rq;2;1045;2186492;0;0
query_2974.rq;1;504;76668;385;161
query_8430.rq;2;2198;2569182;1044;1688
query_11101.rq;37;6268;788097;4618;47
query_9485.rq;3;3247;165789;3244;46
query_7435.rq;1;3444;1599810;2300;3342
query_5554.rq;9;1579;1192955;1573;12
query_8253.rq;5;1857;120539;1855;1
query_12326.rq;1;2425;1134665;2425;3
query_7672.rq;2;2831;584477;2831;34
query_340.rq;1;1927;492552;1927;3
query_11173.rq;3;1838;276397;1833;11
query_2338.rq;3;2598;1765258;2588;306
query_3290.rq;2;1939;582606;1938;52
query_528.rq;57;1869;2321578;1479;5371
query_5777.rq;1;11;2450;11;1
query_2841.rq;3;2068;405010;2060;65
query_5306.rq;1;1435;1068180;1430;236
query_8699.rq;34;2712;3253734;2569;2395
query_1242.rq;1;2083;492097;1988;9918
query_11394.rq;1;2802;966820;2773;2410
query_3564.rq;1;2347;296639;2346;1
query_11146.rq;1;1386;44126;1369;649
query_9848.rq;18;3852;2834880;3846;37
query_460.rq;2;3395;2910316;3370;496
query_1492.rq;9;1667;1181091;0;0
query_2878.rq;13;1795;221349;1789;340
query_7337.rq;4;4238;3477176;4232;400
query_4207.rq;2;1546;3905968;1546;2
query_9697.rq;4;5211;3477174;0;0
query_1422.rq;3;5694;2897103;5524;103
query_9564.rq;39;6110;786888;6052;23
query_11598.rq;1;3148;5666500;1912;28378
query_11154.rq;1;1640;1820111;1640;29
query_7567.rq;4;5864;3477177;0;0
query_7810.rq;1;1697;354044;1696;64
query_12065.rq;1;9;2445;9;1
query_2112.rq;1;1082;48527;1065;658
query_726.rq;59;5190;2884196;5123;1560
query_2905.rq;1;2412;35686;2411;78
query_11170.rq;1;1629;1122904;1629;3
query_4516.rq;3;4513;2711143;4513;14
query_3165.rq;4;1464;627220;0;0
query_2225.rq;2;3684;584477;3683;102
query_8621.rq;3;1579;76632;1579;3
query_6596.rq;3;2020;85750;2020;5
query_2776.rq;1;10;2445;10;1
query_1143.rq;1;2323;412743;2262;4205
