query_11608.rq;1;475;9406;474;9
query_2746.rq;3;87;68174;87;61
query_7771.rq;37;495;849026;120;1761
query_3226.rq;2;44;37315;32;116
query_7841.rq;125;3492;5840297;39;12440
query_7933.rq;20;397;693878;155;539
query_3346.rq;4;58;86934;56;93
query_9306.rq;43;801;1072690;24;4205
query_11150.rq;56;991;1353312;23;5567
query_4206.rq;14;141;132648;0;0
query_4092.rq;1;16;3483;0;0
query_11648.rq;5;50;66437;50;2
query_3325.rq;1;6;2314;0;0
query_448.rq;9;188;202509;33;825
query_9532.rq;1;14;4035;0;0
query_1633.rq;42;986;1955988;28;4167
query_10822.rq;1;25;4207;0;0
query_7609.rq;141;2606;3902861;48;13875
query_3802.rq;133;2299;2640085;141;821
query_8256.rq;3;71;89979;71;34
query_9634.rq;13;177;298973;101;559
query_6053.rq;33;472;436011;100;49
query_3665.rq;11;223;367282;24;1040
query_4243.rq;3;45;80333;0;0
query_2385.rq;5;62;96098;54;153
query_3812.rq;74;1407;2437370;66;6921
query_1075.rq;34;815;1865203;31;3319
query_11643.rq;1;15;3727;0;0
query_5178.rq;31;290;341635;186;21
query_5440.rq;5;101;155250;29;407
query_2689.rq;13;215;211357;123;3
query_9065.rq;30;462;403192;114;36
query_4783.rq;41;448;926573;86;1901
query_11535.rq;5;77;91671;77;4
query_1216.rq;3;50;80333;0;0
query_4734.rq;88;1682;2118832;23;8710
query_9825.rq;1;21;3887;0;0
query_3057.rq;1;28;28368;27;75
query_9704.rq;530;8779;9388490;781;113
query_2395.rq;1;21;18636;21;34
query_7981.rq;10;79;143665;78;8
query_7375.rq;37;396;849026;78;1761
query_10324.rq;218;4700;8410860;30;21766
query_2006.rq;42;462;934619;81;1897
query_8652.rq;43;831;1072690;23;4205
query_6253.rq;1;21;2529;21;1
query_1887.rq;1;17;3479;0;0
query_8835.rq;143;2316;2471340;627;16
query_9314.rq;1;35;10887;35;30
query_6377.rq;7;157;283258;32;643
query_10576.rq;3;43;38006;43;1
query_11158.rq;5;69;55671;67;1
query_1.rq;25;200;380961;157;1119
query_748.rq;27;303;449194;234;286
query_7163.rq;7;91;125623;91;51
query_11323.rq;1;12;3605;0;0
query_1751.rq;3;72;96946;72;55
query_8116.rq;10;72;143665;71;8
query_9801.rq;3;50;73603;50;71
query_9198.rq;3;68;122115;29;220
query_5333.rq;1;23;2529;23;1
query_11456.rq;62;1207;1574076;22;6189
query_1473.rq;24;255;262522;219;17
query_2550.rq;1;26;25643;26;32
query_11940.rq;35;586;556516;0;0
query_3725.rq;1;23;4207;0;0
query_1524.rq;27;319;305250;207;17
query_12198.rq;118;2232;2987083;27;11735
query_903.rq;9;199;304671;32;865
query_1581.rq;3;42;41133;42;7
query_10135.rq;40;383;916290;80;1832
query_3598.rq;224;4916;8649385;31;22387
query_4435.rq;13;158;278522;103;245
query_10936.rq;15;300;505102;41;1201
query_10079.rq;42;1046;1955988;31;4167
query_1001.rq;141;2659;3902861;43;13875
query_1019.rq;115;1282;922837;333;8
query_4649.rq;10;215;349407;24;996
query_6668.rq;1;15;4035;0;0
query_10753.rq;5;85;108533;80;185
query_6793.rq;31;487;512742;0;0
query_257.rq;6;106;128344;105;69
query_9438.rq;3;41;80333;0;0
query_2898.rq;10;184;258930;136;5
query_9578.rq;1;19;6607;19;11
query_4620.rq;1;15;3727;0;0
query_11518.rq;9;74;93535;0;0
query_1733.rq;1;14;4159;0;0
query_5060.rq;25;292;402682;219;245
query_10702.rq;2;26;27923;0;0
query_5679.rq;1;20;3723;0;0
query_3608.rq;65;1081;1101484;235;14
query_1409.rq;20;390;605061;142;418
query_9899.rq;20;350;375557;126;14
query_7278.rq;27;595;1180373;26;2690
query_5538.rq;23;557;1252310;44;2230
query_3092.rq;1;15;3641;15;1
query_3321.rq;1;26;11108;26;31
query_1109.rq;1;14;3727;0;0
query_2720.rq;63;987;1253322;119;359
query_4286.rq;1;13;4159;0;0
query_6582.rq;39;453;911501;83;2054
query_8870.rq;2;50;56878;29;191
