query_11677.rq;112;35001;1395904;11706;178
query_3260.rq;4;996;414492;803;4456
query_11608.rq;1;761;29268;761;9
query_11623.rq;2;767;1754405;0;0
query_11618.rq;5;1553;126699;1550;79
query_11688.rq;1;10;2420;10;1
query_11714.rq;2;465;1943260;0;0
query_11727.rq;1;929;296639;929;2
query_11583.rq;1;623;76668;623;42
query_11607.rq;6;459;1166879;0;0
query_11597.rq;13;681;926067;628;715
query_11705.rq;30;955;2624831;849;1795
query_11704.rq;3;459;279293;450;12
query_11723.rq;1;851;629894;0;0
query_11667.rq;1;667;777792;667;27
query_11572.rq;2;953;783188;0;0
query_11648.rq;4;1016;627575;1015;2
query_11693.rq;1;500;1599810;419;2237
query_1170.rq;3;750;400962;746;48
query_11588.rq;18;1804;1388956;1455;2413
query_11589.rq;1;874;1122904;874;3
query_11605.rq;3;1010;365324;0;0
query_11690.rq;1;1271;713086;900;22370
query_11642.rq;1;919;763954;0;0
query_11733.rq;2;1509;742884;1509;8
query_11713.rq;1;670;1068180;668;78
query_11663.rq;1;1144;874837;1144;1
query_11681.rq;1;938;579562;938;2
query_11646.rq;1;1122;713086;792;22368
query_11721.rq;2;764;1943260;763;1
query_11622.rq;1;871;1122904;871;3
query_11569.rq;2;731;2568989;724;352
query_11643.rq;1;846;1122904;846;3
query_11683.rq;4;3080;3477178;0;0
query_11726.rq;1;681;492552;681;3
query_11691.rq;2;1045;1943260;0;0
query_11639.rq;3;679;1763689;674;250
query_1167.rq;3;470;83924;470;1
query_11655.rq;1;899;744785;899;1
query_11587.rq;28;1449;2586261;1303;1635
query_11577.rq;1;811;1599810;697;3342
query_11702.rq;3;872;422491;872;11
query_11731.rq;1;833;783146;832;81
query_11674.rq;4;890;94905;889;14
query_1168.rq;7;418;208719;405;346
query_10416.rq;4;2404;3477174;0;0
query_1159.rq;1;755;874837;755;1
query_2159.rq;2;1036;783342;741;14181
query_11609.rq;6;967;144230;963;108
query_11616.rq;1;1585;780909;1384;9150
query_11598.rq;1;2141;5666500;1211;28377
query_11717.rq;6;522;77479;522;110
query_11611.rq;1;1190;514034;913;12602
query_11729.rq;2;1062;1754405;0;0
query_11652.rq;6;826;1179811;825;9
query_11570.rq;6;1270;1179811;1270;9
query_11718.rq;1;703;1599810;597;2237
query_11637.rq;10;1090;384658;1055;489
query_11670.rq;32;1839;757537;1796;23
query_11653.rq;1;871;412743;688;11735
query_11707.rq;2;2187;804269;2152;2440
query_11660.rq;1;602;492098;509;9629
query_6581.rq;1;1159;783147;1159;31
query_11734.rq;1;485;1068181;484;3
query_4033.rq;1;706;77086;705;41
query_11710.rq;1;932;777792;932;26
query_11593.rq;5;506;489044;498;205
query_11680.rq;1;1341;492097;1163;10019
query_11657.rq;1;608;403365;0;0
