query_6799.rq;2;68945;199508202;48705;560361
query_6762.rq;1;294;4143;293;2
query_6733.rq;4;62848;8914853;1324;1115126
query_6732.rq;1;87;2326;0;0
query_6758.rq;3;242517;246936794;24271;5537
query_6702.rq;1;333;3597;0;0
query_6817.rq;1;32087;102565518;3591;865167
query_6798.rq;74;1993;3486855;1630;5355
query_6684.rq;3645;119014;73391055;93145;209086
query_6763.rq;1219;55873;18822748;796;2158
query_6806.rq;1;1081;33181187;849;3307
query_6752.rq;-1;-1;-1;-1;-1
query_673.rq;1;23688;42652817;3328;622869
query_6783.rq;1;14996;42617757;2826;424981
query_6810.rq;1671;162317;148011254;3006;239893
query_6826.rq;1;262;4033;0;0
query_6685.rq;3;343;42356;342;11
query_6727.rq;1;14793;42617757;1417;424988
query_6704.rq;2;3352;69815332;2374;9091
query_6796.rq;1;501;3761;0;0
query_6729.rq;713;20727;21937414;16794;39730
query_681.rq;19;1179;39612902;952;1070
query_6823.rq;1;962;4729356;933;1073
query_6771.rq;-1;-1;-1;-1;-1
query_6789.rq;1;4981;80962366;4183;16625
query_6696.rq;2;1943;43615373;1689;14
query_670.rq;1;250;5605;250;12
query_6673.rq;1;247;3905;246;1
query_6736.rq;3;1609;43619711;1290;51
query_6681.rq;2;5149;199511289;5003;109
query_675.rq;1;295;4033;0;0
query_6712.rq;1;93;2565;76;1
query_6754.rq;1;285;4081;0;0
query_678.rq;3270;136921;342231679;84289;250872
query_6674.rq;738;30614;17487458;416;15383
query_6687.rq;417;17882;11057898;582;8758
query_6667.rq;2;2728;56978123;2712;1
query_6767.rq;2;6693;385464598;6693;3
query_666.rq;1;4140;105587312;2547;23405
query_682.rq;1;91022;55583471;2424;1258647
query_6804.rq;2;20041;86762403;2211;360427
query_6746.rq;11;560;501013;220;1071
query_6812.rq;1;25371;61049433;1858;983990
query_6824.rq;2;2081;61135845;1808;9086
query_6780.rq;9;506;384522;152;814
query_6768.rq;2;1469;43613632;1122;16
query_6743.rq;1;322;6304412;304;132
query_6790.rq;3;244400;246936794;26483;972
query_6760.rq;2;2358;56978124;2356;2
query_11203.rq;1;2103;89349644;2102;33
query_6761.rq;1;282;4033;0;0
query_6734.rq;2;241026;81980847;9073;1018
query_6814.rq;1;238984;563174676;14459;2834639
query_6816.rq;1;256;4081;0;0
query_6722.rq;2;7671;199508048;0;0
query_6786.rq;2;5065;69815331;3499;12521
query_6737.rq;1;205;3721;0;0
query_6695.rq;1;98875;255352050;4691;2306164
query_6731.rq;2971;66967;263454088;30401;179759
query_6742.rq;1;471;6945196;437;921
query_6725.rq;-1;-1;-1;-1;-1
query_6741.rq;3;13433;310540054;12836;4742
query_6670.rq;1;255;9729;254;31
query_6811.rq;1;2639;7793623;1081;39605
query_6785.rq;2;20265;86904463;11202;226571
query_6689.rq;-1;-1;-1;-1;-1
query_6710.rq;3;217103;246971847;30946;1736
query_6735.rq;2;5491;199512158;5327;145
query_6661.rq;4;10202;43632268;1545;180043
query_6776.rq;1;1297;11576755;1256;886
query_6795.rq;1;280692;563174676;17232;2834622
query_6829.rq;1668;175000;147778779;3970;239957
query_6803.rq;3;391;8894775;0;0
query_6707.rq;60;1690;8893356;1025;3435
query_6658.rq;1;690;6304411;578;717
query_6827.rq;2234;262046;78289033;213;223346
query_6662.rq;1;892;11576755;749;3198
query_6828.rq;1;200;3220;200;1
query_6738.rq;-1;-1;-1;-1;-1
query_6691.rq;444;20709;75768771;12244;33175
query_6765.rq;989;40901;45975330;21853;74077
query_6739.rq;1;9578;342623564;9020;9821
query_6699.rq;2;50306;28319226;2905;897
query_6774.rq;3;9740;310540055;9556;2126
query_6753.rq;1;21009;157561603;2817;229560
query_6660.rq;1;141;2536;140;1
query_6813.rq;10;2632;121795006;2613;22
query_672.rq;9;3538;121772811;3537;1
query_6693.rq;4;467;68493;466;32
query_6668.rq;1;252;3909;0;0
query_6677.rq;1;1060;6945196;379;16125
query_6800.rq;1;82140;75685778;1968;2248550
query_6793.rq;-1;-1;-1;-1;-1
query_6757.rq;1;234769;563174676;12137;2834626
query_6748.rq;9;3088;121782787;3059;15
query_6680.rq;2;64832;28319226;1758;942
query_6775.rq;4;17831;377906864;0;0
query_6726.rq;135;4474;10676006;2480;7862
query_674.rq;4;783;211198;306;322
query_6714.rq;2;680;13101127;600;1762
query_671.rq;853;41264;23297286;498;23153
query_6808.rq;-1;-1;-1;-1;-1
query_6675.rq;622;76299;27240621;200;62172
query_6721.rq;2;61274;28319226;4651;864
query_6747.rq;74;2398;3486855;1980;5355
query_6770.rq;3;2362;43629409;0;0
query_6781.rq;1;17797;157561603;3646;229562
query_66.rq;1;66;2541;66;1
query_6706.rq;2;141352;199508202;5098;3517521
query_676.rq;2;6706;199510553;6660;94
query_6694.rq;1;169;6038;169;14
query_6792.rq;1;23319;157561603;3590;336427
query_6715.rq;3;940;20036870;0;0
query_6719.rq;1625;243926;32694053;843;963
query_6713.rq;298;5068;8519161;4386;2689
query_6755.rq;2984;37345;263715189;17773;180120
query_67.rq;1;55;2541;55;1
query_6709.rq;2;6004;199513071;5689;223
query_6778.rq;1;2828;89349643;2828;20
query_6700.rq;3;2044;43619121;1669;34
query_6690.rq;1;314;3761;0;0
query_6701.rq;3;243819;246936794;27549;5537
query_6683.rq;589;221637;12564275;550;3949
query_6751.rq;1;6098;342623562;6013;3089
query_6787.rq;9;2979;121770547;2978;1
query_6764.rq;2;3657;259910829;0;0
query_6663.rq;1;3524;6945196;373;38278
query_6805.rq;2;11883;86904464;5115;224421
query_1529.rq;1;234;4033;0;0
query_6791.rq;1894;93326;29699786;942;3390
