query_8760.rq;-1;-1;-1;-1;-1
query_8781.rq;6;2395;121766599;2391;7
query_8748.rq;1;1713;80962367;1570;3132
query_8891.rq;1;1319;105587312;1243;2524
query_8905.rq;4;298;71591;298;35
query_8877.rq;841;27299;19981849;349;17078
query_8816.rq;2;10585;86904463;3186;228270
query_8812.rq;2;1688;69815332;1374;5607
query_8747.rq;1;175;3601;0;0
query_8811.rq;2;34171;86649251;1675;1405804
query_8751.rq;1;1557;39964257;1546;18
query_877.rq;1;176;5821;175;13
query_8849.rq;2;54446;218864998;4025;840
query_8845.rq;1;34;2465;33;1
query_8770.rq;1;13439;102565518;2090;564784
query_8840.rq;930;106506;18714884;803;530
query_10015.rq;1;1793;80962367;1749;2476
query_8878.rq;1;546;11576755;532;731
query_8906.rq;1;1645;33181186;658;39243
query_8806.rq;2;3932;199512998;3733;223
query_8888.rq;1;189;4081;0;0
query_8860.rq;-1;-1;-1;-1;-1
query_8744.rq;2;693;28522958;693;2
query_8756.rq;1;1729;33181186;676;37183
query_8907.rq;3;1434;129360149;0;0
query_8824.rq;1785;45398;42556482;408;38157
query_875.rq;2234;239183;78289033;241;223346
query_8861.rq;3;1506;129360151;0;0
query_8771.rq;1;276;3761;0;0
query_8869.rq;2;2068;192140655;0;0
query_879.rq;1;584;7508016;410;12745
query_8817.rq;11;553;274999;478;199
query_8753.rq;1;24;2565;24;1
query_8790.rq;1;63;2541;62;1
query_8884.rq;69;922;3180549;96;6851
query_8749.rq;2068;14231;30622112;12817;2444
query_8832.rq;3;1181;43618669;852;35
query_8852.rq;3;1243;28533282;755;12
query_8761.rq;-1;-1;-1;-1;-1
query_8768.rq;1;48046;563174676;5663;943490
query_8834.rq;902;15150;43412692;7796;67321
query_8858.rq;2;207266;81980846;4002;1143
query_890.rq;3;163487;246936794;12660;972
query_4924.rq;4;6034;377906869;0;0
query_8901.rq;-1;-1;-1;-1;-1
query_8911.rq;2352;34772;170959565;1427;234893
query_8779.rq;1;25;2462;25;1
query_8835.rq;-1;-1;-1;-1;-1
query_8757.rq;3;149151;246936794;12163;5537
query_8825.rq;4;6852;377906862;0;0
query_8752.rq;1;3264;6945196;317;58370
query_8767.rq;1;226;3601;0;0
query_8831.rq;3;1737;129360149;0;0
query_8745.rq;5;3390;81365051;2943;165
query_8829.rq;3;3760;199516791;3427;230
query_8844.rq;2;10555;199508198;4523;406662
query_8783.rq;2767;296220;96969290;183;276633
query_8873.rq;841;21089;19981849;301;17078
query_8778.rq;3;153724;246936794;10604;1736
query_8914.rq;1;2041;7793623;484;60838
query_8787.rq;1;3115;6945196;303;58995
query_8833.rq;1674;78611;147874308;2039;240915
query_8830.rq;1;256;3597;0;0
query_87.rq;3;466;8894775;0;0
query_8827.rq;622;66722;27240621;181;62172
query_8814.rq;-1;-1;-1;-1;-1
