L2.txt;7;4385;136424;1357;404
F3.txt;8;2625;66708;2622;20
S5.txt;2;1078;8028;0;0
F1.txt;31;16865;6517765;4580;64
F2.txt;4;1170;54984;1169;28
S1.txt;8;4501;842181;3154;17
L1.txt;6;4091;3568005;4077;7
C1.txt;23;21737;62674222;21602;201
S3.txt;2;762;530287;0;0
L4.txt;2;298;4321771;285;579
C2.txt;-1;-1;-1;-1;-1
L5.txt;4;1422;44222;678;102
S7.txt;2;96;5133;0;0
F5.txt;16;7205;143902;5978;53
L3.txt;2;879;30952;877;84
F4.txt;51;19234;7296312;19186;401
S2.txt;2;215;1337938;212;109
S4.txt;10;885;2285778;0;0
S6.txt;2;101;6993;100;1
