L2.txt;3;1053;30276;1034;78
F3.txt;38;5170;524346;861;293
S5.txt;2;1124;8028;0;0
F1.txt;34;17442;6536563;15567;5
F2.txt;10;1497;234245;803;135
S1.txt;8;4245;838019;2876;4
L1.txt;4;2404;3545997;2403;2
C1.txt;6;14298;62576124;14207;201
S3.txt;2;336;530287;0;0
L4.txt;2;528;4321771;508;589
C2.txt;-1;-1;-1;-1;-1
L5.txt;5;429;90228;160;232
S7.txt;2;77;5133;0;0
F5.txt;8;701;73249;699;30
L3.txt;2;166;12472;165;21
F4.txt;66;7786;627114;6816;264
S2.txt;3;1107;62612;583;113
S4.txt;14;1762;178795;0;0
S6.txt;2;172;11343;172;13
